question_id,file,lot,official_topic,official_item_id,official_item,difficulty,answer_mode,required_answer_count,correct_choices,choices,cognitive_level,exam_skill,archetype,code_language,estimated_time_seconds,assesses_outcomes,course_refs,course_url,sources,classification
QST-d3z5234k4p9k,lot-05-routing.yml,lot-05,Routing,OIT-8sr74a2wnb3r,Router debugging,easy,single,1,1,4,APPLY,RECOGNIZE,API_SIGNATURE,,45,OUT-w0yjsy54z7s9,CRS-8dgxs89hrah0,/docs/courses/lot-05/router-debugging,1,READY_FOR_NEW_UI
QST-y23z26y5gaqn,lot-05-routing.yml,lot-05,Routing,OIT-egy2wn3z7gb7,Configuration (YAML and PHP attributes),medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-f2tn472mwm2p,CRS-kqq96z5y9r2f,/docs/courses/lot-05/configuration-yaml-and-php-attributes,1,READY_FOR_NEW_UI
QST-y7mf6hamqsq3,lot-05-routing.yml,lot-05,Routing,OIT-1cj08dhtp9hj,Restrict URL parameters,hard,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-7hyaem7hsh5h,CRS-wg3j0t5pm7w1,/docs/courses/lot-05/restrict-url-parameters,1,CODE_INLINE_PRESENT
QST-mbdfczw6tszk,lot-05-routing.yml,lot-05,Routing,OIT-ff0kghjbzvpm,Set default values to URL parameters,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_PREDICTION,,45,OUT-qva279gdyyra,CRS-vkgr06y3x72g,/docs/courses/lot-05/set-default-values-to-url-parameters,1,READY_FOR_NEW_UI
QST-kcs2zkkzb0f4,lot-05-routing.yml,lot-05,Routing,OIT-ff0kghjbzvpm,Set default values to URL parameters,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-33d0j3zrrwmz,CRS-vkgr06y3x72g,/docs/courses/lot-05/set-default-values-to-url-parameters,1,READY_FOR_NEW_UI
QST-prn2rj6sw6db,lot-05-routing.yml,lot-05,Routing,OIT-81b2c0jmv2j3,URLs generation,medium,single,1,1,4,APPLY,DISTINGUISH,SCENARIO_CHOICE,,45,OUT-hz0pwe66gz3a,CRS-sx61as7r7p0d,/docs/courses/lot-05/urls-generation,1,READY_FOR_NEW_UI
QST-fc8c15hve3qe,lot-05-routing.yml,lot-05,Routing,OIT-d51jbkfs21pt,Trigger redirects,medium,single,1,1,4,APPLY,DISTINGUISH,SCENARIO_CHOICE,,45,OUT-khhjkt6203k6,CRS-tgbv3wp66rcc,/docs/courses/lot-05/trigger-redirects,1,READY_FOR_NEW_UI
QST-0negxbfbe972,lot-05-routing.yml,lot-05,Routing,OIT-4pgc74ctc3vc,Special internal routing attributes,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-4k0zcm86nfkk,CRS-nhebf7arqvn4,/docs/courses/lot-05/special-internal-routing-attributes,1,CODE_INLINE_PRESENT
QST-f0k6jqb9twcj,lot-05-routing.yml,lot-05,Routing,OIT-4pgc74ctc3vc,Special internal routing attributes,hard,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-8f5nc3sevst2,CRS-nhebf7arqvn4,/docs/courses/lot-05/special-internal-routing-attributes,1,READY_FOR_NEW_UI
QST-aappj4tqvxxw,lot-05-routing.yml,lot-05,Routing,OIT-e2zrm9qkpx7j,Conditional request matching,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-s9bajh1gydjw,CRS-f92d09x14ggx,/docs/courses/lot-05/conditional-request-matching,1,READY_FOR_NEW_UI
QST-z6cmycq8x4s9,lot-05-routing.yml,lot-05,Routing,OIT-e2zrm9qkpx7j,Conditional request matching,hard,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-tgxzpmwjg951,CRS-f92d09x14ggx,/docs/courses/lot-05/conditional-request-matching,1,CODE_INLINE_PRESENT
QST-afe4sztywrc5,lot-05-routing.yml,lot-05,Routing,OIT-xxcpx1qssp93,User's locale guessing,medium,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_PREDICTION,,45,OUT-r3cc9h4e6h3x,CRS-evzcj63fgdb7,/docs/courses/lot-05/user-s-locale-guessing,1,READY_FOR_NEW_UI
QST-4twpbnv5sa5g,lot-05-routing.yml,lot-05,Routing,OIT-8sr74a2wnb3r,Router debugging,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-qnzwvqtmb7v5,CRS-8dgxs89hrah0,/docs/courses/lot-05/router-debugging,1,READY_FOR_NEW_UI
QST-nqeq65rj5m97,lot-06-twig.yml,lot-06,Templating with Twig,OIT-b9x8az2bx4t8,TwigBundle,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-xw5hbxewf5xf,CRS-2bj91rj9kvj0,/docs/courses/lot-06/twigbundle,1,READY_FOR_NEW_UI
QST-k1qgrrevaw40,lot-06-twig.yml,lot-06,Templating with Twig,OIT-b9x8az2bx4t8,TwigBundle,medium,single,1,1,4,APPLY,DIAGNOSE,CONFIG_BEHAVIOR,,45,OUT-eqrycamdmt25,CRS-2bj91rj9kvj0,/docs/courses/lot-06/twigbundle,1,READY_FOR_NEW_UI
QST-2xamk5ahfyyn,lot-06-twig.yml,lot-06,Templating with Twig,OIT-vhd83fn6w9wy,Twig syntax up to 3.22 version,hard,single,1,1,4,APPLY,DIAGNOSE,SEQUENCE_ORDER,,60,OUT-4wpk7x3epxym,CRS-x2f8reencvcs,/docs/courses/lot-06/twig-syntax-up-to-3-22-version,1,CODE_INLINE_PRESENT
QST-fendqkqnnjqj,lot-06-twig.yml,lot-06,Templating with Twig,OIT-vhd83fn6w9wy,Twig syntax up to 3.22 version,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-93svekvx55t0,CRS-x2f8reencvcs,/docs/courses/lot-06/twig-syntax-up-to-3-22-version,1,READY_FOR_NEW_UI
QST-1s9t39gm4yfj,lot-06-twig.yml,lot-06,Templating with Twig,OIT-vhd83fn6w9wy,Twig syntax up to 3.22 version,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-491pkbwc6e8x,CRS-x2f8reencvcs,/docs/courses/lot-06/twig-syntax-up-to-3-22-version,1,CODE_INLINE_PRESENT
QST-mr5y3tea9rgw,lot-06-twig.yml,lot-06,Templating with Twig,OIT-ns36thqnh2jk,Auto escaping,hard,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,60,OUT-ss6r3pwx0fjy,CRS-w82wtddwhexg,/docs/courses/lot-06/auto-escaping,1,CODE_INLINE_PRESENT
QST-hqqnvh8n266m,lot-06-twig.yml,lot-06,Templating with Twig,OIT-ns36thqnh2jk,Auto escaping,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-947gftrjzm6w,CRS-w82wtddwhexg,/docs/courses/lot-06/auto-escaping,1,READY_FOR_NEW_UI
QST-f9dbbk5scdxt,lot-06-twig.yml,lot-06,Templating with Twig,OIT-g3p8wdtww344,Template inheritance,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-0b65p7477ebz,CRS-k3v3wrt0hmtx,/docs/courses/lot-06/template-inheritance,1,READY_FOR_NEW_UI
QST-81q6m585fqxs,lot-06-twig.yml,lot-06,Templating with Twig,OIT-g3p8wdtww344,Template inheritance,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-5gpp6vwt10fk,CRS-k3v3wrt0hmtx,/docs/courses/lot-06/template-inheritance,1,CODE_INLINE_PRESENT
QST-m6pb3s1ek4qg,lot-06-twig.yml,lot-06,Templating with Twig,OIT-dp7w7s85wxjg,Global variables,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-5z9qxkyjy0yc,CRS-r56yzzb4pye2,/docs/courses/lot-06/global-variables,1,READY_FOR_NEW_UI
QST-m49e8kfejtww,lot-06-twig.yml,lot-06,Templating with Twig,OIT-dp7w7s85wxjg,Global variables,medium,single,1,1,4,APPLY,RECOGNIZE,CONFIG_BEHAVIOR,,45,OUT-thnmr95cr5f4,CRS-r56yzzb4pye2,/docs/courses/lot-06/global-variables,1,READY_FOR_NEW_UI
QST-kpt3rdmkphrw,lot-06-twig.yml,lot-06,Templating with Twig,OIT-sqekx9pkbe5v,Filters and functions,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-cqhgw19wwy6g,CRS-306ppg4454wj,/docs/courses/lot-06/filters-and-functions,1,CODE_INLINE_PRESENT
QST-s6snn83ndr2e,lot-06-twig.yml,lot-06,Templating with Twig,OIT-sqekx9pkbe5v,Filters and functions,medium,single,1,1,4,APPLY,RECOGNIZE,SCENARIO_CHOICE,,45,OUT-mhmwe1napmfn,CRS-306ppg4454wj,/docs/courses/lot-06/filters-and-functions,1,READY_FOR_NEW_UI
QST-ds7wq19b5c0b,lot-06-twig.yml,lot-06,Templating with Twig,OIT-ds2p5d4eg0pq,Template includes,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-ng5q8rr0804g,CRS-w83y6pfa5edn,/docs/courses/lot-06/template-includes,1,READY_FOR_NEW_UI
QST-kvtpnyrtd4xj,lot-06-twig.yml,lot-06,Templating with Twig,OIT-ds2p5d4eg0pq,Template includes,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-kb1neg7efnfp,CRS-w83y6pfa5edn,/docs/courses/lot-06/template-includes,1,CODE_INLINE_PRESENT
QST-ectrc20a3daw,lot-06-twig.yml,lot-06,Templating with Twig,OIT-84j0qwkbcgq6,Loops and conditions,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-16dbq9y7rz76,CRS-zbnzvqkhjknh,/docs/courses/lot-06/loops-and-conditions,1,READY_FOR_NEW_UI
QST-12bq5dm5yc6s,lot-06-twig.yml,lot-06,Templating with Twig,OIT-84j0qwkbcgq6,Loops and conditions,hard,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,60,OUT-d2d8w5y3z51h,CRS-zbnzvqkhjknh,/docs/courses/lot-06/loops-and-conditions,1,CODE_INLINE_PRESENT
QST-n45xyv1gqstp,lot-06-twig.yml,lot-06,Templating with Twig,OIT-yh6zx9shv9vs,URLs generation,easy,single,1,1,4,KNOW,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-eqkt5vg15zqf,CRS-dpbpbgwjey5c,/docs/courses/lot-06/urls-generation,1,READY_FOR_NEW_UI
QST-p2ceq2j1mg16,lot-06-twig.yml,lot-06,Templating with Twig,OIT-yh6zx9shv9vs,URLs generation,medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-5g7zrabez2b4,CRS-dpbpbgwjey5c,/docs/courses/lot-06/urls-generation,1,READY_FOR_NEW_UI
QST-s7bzj5nsnw1g,lot-06-twig.yml,lot-06,Templating with Twig,OIT-c34hn4px3czj,Controller rendering,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,SCENARIO_CHOICE,,60,OUT-yzay5m44wwmq,CRS-yw6c5hq2mbax,/docs/courses/lot-06/controller-rendering,1,CODE_INLINE_PRESENT
QST-nfe9sv3qesa2,lot-06-twig.yml,lot-06,Templating with Twig,OIT-c34hn4px3czj,Controller rendering,medium,single,1,1,4,KNOW,RECOGNIZE,CONFIG_BEHAVIOR,,45,OUT-686mezsja6g7,CRS-yw6c5hq2mbax,/docs/courses/lot-06/controller-rendering,1,READY_FOR_NEW_UI
QST-6vv657ts3r2y,lot-06-twig.yml,lot-06,Templating with Twig,OIT-sd08j04k60m0,Translations and pluralization,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-p436jre6f29p,CRS-q18xc1k4yvb9,/docs/courses/lot-06/translations-and-pluralization,1,READY_FOR_NEW_UI
QST-q8q1ra28925h,lot-06-twig.yml,lot-06,Templating with Twig,OIT-sd08j04k60m0,Translations and pluralization,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,60,OUT-km38p3n24htq,CRS-q18xc1k4yvb9,/docs/courses/lot-06/translations-and-pluralization,1,READY_FOR_NEW_UI
QST-z1dcqdz8cm6a,lot-06-twig.yml,lot-06,Templating with Twig,OIT-30gnb617ksex,String interpolation,medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-w25h6r5rdb9c,CRS-dfyab4kpcapw,/docs/courses/lot-06/string-interpolation,1,CODE_INLINE_PRESENT
QST-e8w4fyajxpm5,lot-06-twig.yml,lot-06,Templating with Twig,OIT-30gnb617ksex,String interpolation,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-rve93x3e2gjq,CRS-dfyab4kpcapw,/docs/courses/lot-06/string-interpolation,1,READY_FOR_NEW_UI
QST-sgmgf58d4tja,lot-06-twig.yml,lot-06,Templating with Twig,OIT-tw3xaqbz8xjy,Assets management,medium,single,1,1,4,APPLY,RECOGNIZE,SCENARIO_CHOICE,,45,OUT-pw46yjz3zfeh|OUT-1c5dnwnne01z,CRS-ym86ptkhfgap,/docs/courses/lot-06/assets-management,1,CODE_INLINE_PRESENT
QST-px35sagvb53s,lot-06-twig.yml,lot-06,Templating with Twig,OIT-tw3xaqbz8xjy,Assets management,medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-k668ynwpjgby,CRS-ym86ptkhfgap,/docs/courses/lot-06/assets-management,1,READY_FOR_NEW_UI
QST-9qdj97kmt1m5,lot-06-twig.yml,lot-06,Templating with Twig,OIT-3r7rp470754w,Debugging variables,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-e93qx0gj8t90,CRS-vx5kvfhs0p0s,/docs/courses/lot-06/debugging-variables,1,CODE_INLINE_PRESENT
QST-tk7sqrt8mcwa,lot-06-twig.yml,lot-06,Templating with Twig,OIT-3r7rp470754w,Debugging variables,medium,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-sbmhyzyq1vde,CRS-vx5kvfhs0p0s,/docs/courses/lot-06/debugging-variables,1,READY_FOR_NEW_UI
QST-4esy1va2d7sm,lot-06-twig.yml,lot-06,Templating with Twig,OIT-b9x8az2bx4t8,TwigBundle,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONFIG_BEHAVIOR,,45,OUT-fe5bp6xb3w5m,CRS-2bj91rj9kvj0,/docs/courses/lot-06/twigbundle,1,READY_FOR_NEW_UI
QST-tc6x9gaeaawa,lot-06-twig.yml,lot-06,Templating with Twig,OIT-b9x8az2bx4t8,TwigBundle,easy,single,1,1,4,APPLY,RECOGNIZE,SCENARIO_CHOICE,,45,OUT-kd4ywvpax765,CRS-2bj91rj9kvj0,/docs/courses/lot-06/twigbundle,1,READY_FOR_NEW_UI
QST-vxqaxft9nswc,lot-06-twig.yml,lot-06,Templating with Twig,OIT-vhd83fn6w9wy,Twig syntax up to 3.22 version,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-xpcwsqhycgnr,CRS-x2f8reencvcs,/docs/courses/lot-06/twig-syntax-up-to-3-22-version,1,CODE_INLINE_PRESENT
QST-437w1twfyb1t,lot-06-twig.yml,lot-06,Templating with Twig,OIT-vhd83fn6w9wy,Twig syntax up to 3.22 version,medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-je4qjh1s6yw0,CRS-x2f8reencvcs,/docs/courses/lot-06/twig-syntax-up-to-3-22-version,1,READY_FOR_NEW_UI
QST-vkh4y12c3cpt,lot-06-twig.yml,lot-06,Templating with Twig,OIT-ns36thqnh2jk,Auto escaping,medium,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,45,OUT-mhbzxr5470xc,CRS-w82wtddwhexg,/docs/courses/lot-06/auto-escaping,1,READY_FOR_NEW_UI
QST-3jktevqe7e4z,lot-06-twig.yml,lot-06,Templating with Twig,OIT-g3p8wdtww344,Template inheritance,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-qbyeeh719t3d,CRS-k3v3wrt0hmtx,/docs/courses/lot-06/template-inheritance,1,CODE_INLINE_PRESENT
QST-3q73gtbejzs9,lot-06-twig.yml,lot-06,Templating with Twig,OIT-dp7w7s85wxjg,Global variables,medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-r9kjw1fha5yx,CRS-r56yzzb4pye2,/docs/courses/lot-06/global-variables,1,READY_FOR_NEW_UI
QST-xjrz53pys43n,lot-06-twig.yml,lot-06,Templating with Twig,OIT-sqekx9pkbe5v,Filters and functions,medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-thp60dyg5ccw,CRS-306ppg4454wj,/docs/courses/lot-06/filters-and-functions,1,READY_FOR_NEW_UI
QST-x6hct0fk94df,lot-06-twig.yml,lot-06,Templating with Twig,OIT-sqekx9pkbe5v,Filters and functions,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-2x8ake8z462h,CRS-306ppg4454wj,/docs/courses/lot-06/filters-and-functions,2,READY_FOR_NEW_UI
QST-wdcqnxyjxmwr,lot-06-twig.yml,lot-06,Templating with Twig,OIT-ds2p5d4eg0pq,Template includes,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-2dk5sjxn9j7s,CRS-w83y6pfa5edn,/docs/courses/lot-06/template-includes,1,READY_FOR_NEW_UI
QST-akcaxcyx59em,lot-06-twig.yml,lot-06,Templating with Twig,OIT-84j0qwkbcgq6,Loops and conditions,easy,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-n2sny821kd8p,CRS-zbnzvqkhjknh,/docs/courses/lot-06/loops-and-conditions,1,READY_FOR_NEW_UI
QST-p2safjk7jebk,lot-06-twig.yml,lot-06,Templating with Twig,OIT-84j0qwkbcgq6,Loops and conditions,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-j1qtw6ccaxqg,CRS-zbnzvqkhjknh,/docs/courses/lot-06/loops-and-conditions,2,READY_FOR_NEW_UI
QST-sqqd8k2j3whr,lot-06-twig.yml,lot-06,Templating with Twig,OIT-yh6zx9shv9vs,URLs generation,easy,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,45,OUT-b6ffjb05rkmr,CRS-dpbpbgwjey5c,/docs/courses/lot-06/urls-generation,1,READY_FOR_NEW_UI
QST-rmsv83rmgrz3,lot-06-twig.yml,lot-06,Templating with Twig,OIT-c34hn4px3czj,Controller rendering,medium,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,45,OUT-hxf3hmdmh40t,CRS-yw6c5hq2mbax,/docs/courses/lot-06/controller-rendering,1,CODE_INLINE_PRESENT
QST-jqzvr77chwgm,lot-06-twig.yml,lot-06,Templating with Twig,OIT-sd08j04k60m0,Translations and pluralization,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-eh8yg0599jp9,CRS-q18xc1k4yvb9,/docs/courses/lot-06/translations-and-pluralization,1,READY_FOR_NEW_UI
QST-m2nq5zddhjgz,lot-06-twig.yml,lot-06,Templating with Twig,OIT-sd08j04k60m0,Translations and pluralization,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-ke17qw8mxwms,CRS-q18xc1k4yvb9,/docs/courses/lot-06/translations-and-pluralization,1,READY_FOR_NEW_UI
QST-we3a51yqq13x,lot-06-twig.yml,lot-06,Templating with Twig,OIT-sd08j04k60m0,Translations and pluralization,hard,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-txry0vy6q09r,CRS-q18xc1k4yvb9,/docs/courses/lot-06/translations-and-pluralization,1,READY_FOR_NEW_UI
QST-rxg3j4z5164e,lot-06-twig.yml,lot-06,Templating with Twig,OIT-30gnb617ksex,String interpolation,medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-tf752s70s9sw,CRS-dfyab4kpcapw,/docs/courses/lot-06/string-interpolation,1,READY_FOR_NEW_UI
QST-4c6a5d9cnbwq,lot-06-twig.yml,lot-06,Templating with Twig,OIT-3r7rp470754w,Debugging variables,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-5qgcf97r7ze3,CRS-vx5kvfhs0p0s,/docs/courses/lot-06/debugging-variables,1,READY_FOR_NEW_UI
QST-a4xhs81g86kj,lot-07-forms.yml,lot-07,Forms,OIT-tsxxgp3ppj1n,Form component,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-xysy1a4vx444,CRS-txp6tjhjtfy8,/docs/courses/lot-07/form-component,1,READY_FOR_NEW_UI
QST-174t76nj5hh1,lot-07-forms.yml,lot-07,Forms,OIT-tsxxgp3ppj1n,Form component,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-xysy1a4vx444,CRS-txp6tjhjtfy8,/docs/courses/lot-07/form-component,1,READY_FOR_NEW_UI
QST-b4y5mz01a7na,lot-07-forms.yml,lot-07,Forms,OIT-fhpttc4c5x0k,Forms creation,medium,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,45,OUT-pe7s3cdg6fgb,CRS-8msvfwe13mpb,/docs/courses/lot-07/forms-creation,1,CODE_INLINE_PRESENT
QST-6ygjf6k55wpk,lot-07-forms.yml,lot-07,Forms,OIT-fhpttc4c5x0k,Forms creation,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-04d4xdarmk8w,CRS-8msvfwe13mpb,/docs/courses/lot-07/forms-creation,1,READY_FOR_NEW_UI
QST-zkgdt4kc1h0g,lot-07-forms.yml,lot-07,Forms,OIT-mgvdw7cfpwyz,Forms handling,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-68682qbtydht,CRS-nfkzx2s1n3r3,/docs/courses/lot-07/forms-handling,1,READY_FOR_NEW_UI
QST-fy9ptsw9q7d7,lot-07-forms.yml,lot-07,Forms,OIT-mgvdw7cfpwyz,Forms handling,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-mj8bjkemt33a,CRS-nfkzx2s1n3r3,/docs/courses/lot-07/forms-handling,1,CODE_INLINE_PRESENT
QST-hhxx71xmb9jk,lot-07-forms.yml,lot-07,Forms,OIT-5xvjqa4203xe,Form types (built-in and custom),medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-dstzcbzx0kt7,CRS-f9pen0bdyrr9,/docs/courses/lot-07/form-types-built-in-and-custom,1,READY_FOR_NEW_UI
QST-yyzehfrg9w4n,lot-07-forms.yml,lot-07,Forms,OIT-5xvjqa4203xe,Form types (built-in and custom),medium,single,1,1,4,KNOW,RECOGNIZE,API_SIGNATURE,,45,OUT-0ztsd5vjbe72,CRS-f9pen0bdyrr9,/docs/courses/lot-07/form-types-built-in-and-custom,1,READY_FOR_NEW_UI
QST-nnj43wzztp2y,lot-07-forms.yml,lot-07,Forms,OIT-gxew257vwhm8,Forms rendering with Twig,hard,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-nmcf66pedj3a,CRS-b5nj93xzz10b,/docs/courses/lot-07/forms-rendering-with-twig,1,READY_FOR_NEW_UI
QST-4915capts8mb,lot-07-forms.yml,lot-07,Forms,OIT-gxew257vwhm8,Forms rendering with Twig,medium,single,1,1,4,UNDERSTAND,DISTINGUISH,CONCEPT_DISTINCTION,,45,OUT-5ccs7c2daq4f,CRS-b5nj93xzz10b,/docs/courses/lot-07/forms-rendering-with-twig,1,READY_FOR_NEW_UI
QST-6tbd9rk49r20,lot-07-forms.yml,lot-07,Forms,OIT-j2vjdxcer4ft,Forms theming,hard,single,1,1,4,APPLY,DIAGNOSE,SCENARIO_CHOICE,,60,OUT-zphxh7z24zht,CRS-r3xywnpwrwh7,/docs/courses/lot-07/forms-theming,1,READY_FOR_NEW_UI
QST-psfqmcny5kpw,lot-07-forms.yml,lot-07,Forms,OIT-j2vjdxcer4ft,Forms theming,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-yz2mbwg9ee93,CRS-r3xywnpwrwh7,/docs/courses/lot-07/forms-theming,1,READY_FOR_NEW_UI
QST-z6w320n9hz0m,lot-07-forms.yml,lot-07,Forms,OIT-dmkbj2x94rks,CSRF protection,medium,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-nhv282ce36br,CRS-0yhqc0b1q7hz,/docs/courses/lot-07/csrf-protection,1,READY_FOR_NEW_UI
QST-8xa0cc55zffm,lot-07-forms.yml,lot-07,Forms,OIT-dmkbj2x94rks,CSRF protection,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-9may3eay9wcj,CRS-0yhqc0b1q7hz,/docs/courses/lot-07/csrf-protection,1,READY_FOR_NEW_UI
QST-h3r0j23kcfbe,lot-07-forms.yml,lot-07,Forms,OIT-j6tqs8s8f54f,Handling file upload,medium,single,1,1,4,APPLY,DIAGNOSE,API_SIGNATURE,,45,OUT-9qanndr176yx|OUT-2swcsdfcjqwc,CRS-cpvcczhj7bzx,/docs/courses/lot-07/handling-file-upload,1,CODE_INLINE_PRESENT
QST-5vpn3hptj28b,lot-07-forms.yml,lot-07,Forms,OIT-j6tqs8s8f54f,Handling file upload,medium,single,1,1,4,UNDERSTAND,DIAGNOSE,CONCEPT_DISTINCTION,,45,OUT-zd387nyydnm7,CRS-cpvcczhj7bzx,/docs/courses/lot-07/handling-file-upload,1,READY_FOR_NEW_UI
QST-kr1xezgf2gp6,lot-07-forms.yml,lot-07,Forms,OIT-p810t98zedem,Built-in form types,medium,single,1,1,4,APPLY,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,45,OUT-zq43jp3a97gg,CRS-zsgx3tvpy1kn,/docs/courses/lot-07/built-in-form-types,1,READY_FOR_NEW_UI
QST-1hb2524n0hsk,lot-07-forms.yml,lot-07,Forms,OIT-p810t98zedem,Built-in form types,medium,single,1,1,4,KNOW,RECOGNIZE,DEFINITION_RECALL,,45,OUT-0a3jcmk5066b,CRS-zsgx3tvpy1kn,/docs/courses/lot-07/built-in-form-types,1,READY_FOR_NEW_UI
QST-bj8py053ynmp,lot-07-forms.yml,lot-07,Forms,OIT-58r9dadx916v,Data transformers,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,CONCEPT_DISTINCTION,,60,OUT-3bw24kwks403,CRS-cj36gys6vatx,/docs/courses/lot-07/data-transformers,1,READY_FOR_NEW_UI
QST-xa0hazmsb5mc,lot-07-forms.yml,lot-07,Forms,OIT-58r9dadx916v,Data transformers,hard,single,1,1,4,UNDERSTAND,DIAGNOSE,BEHAVIOR_DIAGNOSIS,,60,OUT-hayngfr60z78,CRS-cj36gys6vatx,/docs/courses/lot-07/data-transformers,1,READY_FOR_NEW_UI
